qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0008-0,sj81PWrerDk,Primary Open-ended Question,Plot Attribute (Montage),What is the difference between the action of the last person in the video and the actions of the first two people?,8.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sj81PWrerDk
0012-0,AGCyLqLuUJ0,Primary Open-ended Question,Element Counting,How many robot figures appear in the video?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/AGCyLqLuUJ0
0016-0,4mKxze5P9gQ,Primary Open-ended Question,Element Attributes (Optical Illusion),Which direction is the person facing?,15.06,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4mKxze5P9gQ
0036-0,1SiTuYb506o,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why can the apparently slow spinning machine cut the zucchini so thinly?,18.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1SiTuYb506o
0037-0,KyyDh9NP_lc,Primary Open-ended Question,Element Attributes (Optical Illusion),How many parts of the video have been artificially edited?,19.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KyyDh9NP_lc
0038-0,sj81PWrerDk,Primary Open-ended Question,Professional Knowledge,Why was the last person able to snap off the cap so easily?,8.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sj81PWrerDk
0064-0,sE-KTqE9Dek,Primary Open-ended Question,Objective Causality,Why did the room go dark after the stick figure character closed the door?,12.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sE-KTqE9Dek
0070-0,MSkL7A2yyOY,Primary Open-ended Question,Event Counting,How many times did the person in the video pour the water?,12.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/MSkL7A2yyOY
0080-0,_MXxJT8Mk4k,Primary Open-ended Question,Professional Knowledge,What is the purpose of beating the balloon?,13.18,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_MXxJT8Mk4k
0081-0,crJZF1-5ryE,Primary Open-ended Question,Character Motivation Causality,Why does the man put his hand on his face?,11.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/crJZF1-5ryE
0083-0,Z-x3kXiyOFc,Primary Open-ended Question,Plot Attribute,What does the video want to tell as the daughter enters the room several times?,43.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z-x3kXiyOFc
0099-0,aUDYWYqtAR4,Primary Open-ended Question,Event Counting,How many zoomed-in close-ups are there throughout the video?,59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4
0101-0,FdkXmy42Qv8,Primary Open-ended Question,Event Localization,In which sequence of location does the man teleport in the video?,24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8
0113-0,2uuLeoxlZOo,Primary Open-ended Question,Event Counting,How many buildings are demolished throughout the video?,59.54,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/2uuLeoxlZOo
0117-0,uupXcgeP0-w,Primary Open-ended Question,Element Counting,How many toy cars are shown in the video?,22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uupXcgeP0-w
0118-0,XlROzogZpVM,Primary Open-ended Question,Local Event Attribute,"At the beginning of the video, what action did the person do to make the bottle fall down to the ground?",9.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XlROzogZpVM
0127-0,NmqIqJsdIuk,Primary Open-ended Question,Element Counting,How many watches are shown in the video?,11.56,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NmqIqJsdIuk
0129-0,7t4cNOpTuCY,Primary Open-ended Question,Element Counting,How many men appear in the video?,30.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7t4cNOpTuCY
0133-0,u2HvKEGq3Ik,Primary Open-ended Question,Event Localization,What does the final scene depicts?,60.05,Please state your answer with a brief explanation.,,https://youtube.com/shorts/u2HvKEGq3Ik
0142-0,rCW1aGpFrJg,Primary Open-ended Question,Character Motivation Causality,What is the purpose for the character in costume to put a small piece of white tape on the handrail?,58.82,Please state your answer with a brief explanation.,,https://youtube.com/shorts/rCW1aGpFrJg
0146-0,eU5I-p1HcUs,Primary Open-ended Question,Event Counting,"How many times does the color of the car in the video change?
",24.45,Please state your answer with a brief explanation.,,https://youtube.com/shorts/eU5I-p1HcUs
0151-0,lfitOyblkDQ,Primary Open-ended Question,Element Localization,What are the characteristics of the clothing of the person holding a potato in the video?,59.71,Please state your answer with a brief explanation.,,https://youtube.com/shorts/lfitOyblkDQ
0152-0,4ocqfNvvI_w,Primary Open-ended Question,Element Attributes,"In the video, what is the tools for fixing the position of the pages?",32.81,Please state your answer with a brief explanation.,,https://youtube.com/shorts/4ocqfNvvI_w
0154-0,PH3yeSEgiGE,Primary Open-ended Question,Positional Relationship,"In the video, with which hand does the adult man hand the white cutting board to the child?",30.12,Please state your answer with a brief explanation.,,https://youtube.com/shorts/PH3yeSEgiGE
0162-0,mLbuK7IU7_Y,Primary Open-ended Question,Event Counting,"How many times does the golfer in the video successfully hit the target?
",17.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mLbuK7IU7_Y
0167-0,C2JNR1EVPyM,Primary Open-ended Question,Character Reaction Causality,"Why is the woman in the video surprised?
",9.64,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C2JNR1EVPyM
0169-0,fk5kAJj5io0,Primary Open-ended Question,Event Counting,"How many times does the woman pour juice into the mold in the video?
",33.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fk5kAJj5io0
0179-0,boEKlG35qHM,Primary Open-ended Question,Event Counting,How many times does the person cut the stem?,15.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/boEKlG35qHM
0198-0,j3cE7hoF5aI,Primary Open-ended Question,Element Counting,How many photos about â€œold meâ€ are played in the video in total?,20.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/j3cE7hoF5aI
0217-0,C9yerI1NK7M,Primary Open-ended Question,Event Duration & Speed Attribute,How long did the time lapse of the demonstration of capillary action last precisely in physical time of the video?,15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C9yerI1NK7M
0242-0,tyz-WC0YVco,Primary Open-ended Question,Character Reaction Causality,"According to the video, what is the exact reason the two orange cats jumped away in the scene with a kitchen countertop and a person in a red hat?",60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/tyz-WC0YVco
0248-0,jfE_el65Sv0,Primary Open-ended Question,Local Event Attribute,What is the person in the foreground doing in the video?,12.16,Please state your answer with a brief explanation.,,https://youtube.com/shorts/jfE_el65Sv0
0251-0,#NAME?,Primary Open-ended Question,Objective Causality,"At the end of the video, why does the ball fall off the disc?",,Please state your answer with a brief explanation.,,https://youtube.com/shorts/-HAFFvsDCr4
0256-0,uPIpFgh_DPU,Primary Open-ended Question,Event Counting,How many times does the ping-pong ball bounce on the ground in total?,15.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uPIpFgh_DPU
0259-0,rVfKtPLVaLw,Primary Open-ended Question,Positional Relationship,Which hand did the man use to throw away his hat?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rVfKtPLVaLw
0266-0,9yC-paTJvkE,Primary Open-ended Question,Positional Relationship,Which thumb is the yellow rubber band fully looped around?,19.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9yC-paTJvkE
0267-0,Drp2PBktp7U,Primary Open-ended Question,Element Attributes (Optical Illusion),What is the first person in the video doing?,16.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Drp2PBktp7U
0273-0,zn3MNXMIdDk,Primary Open-ended Question,Element Attributes,"After solving the Rubik's Cube, which color is facing up?",11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zn3MNXMIdDk
0274-0,GYTGrhKbo0g,Primary Open-ended Question,Element Counting,How many people appear in the video in total?,22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GYTGrhKbo0g
0276-0,PZad6gF_4Kk,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is there any video editing effects used to help make the illusion believable?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PZad6gF_4Kk
0278-0,JsAcQsidyIA,Primary Open-ended Question,Element Attributes,What color is the writing on the paper in the video?,46.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JsAcQsidyIA
0288-0,CiUsdzLLbuE,Primary Open-ended Question,Plot Attribute,Which knife in the video is not easy to use?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CiUsdzLLbuE
0291-0,#NAME?,Primary Open-ended Question,Professional Knowledge,What caused the rotational movement of the metal rod?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-M7VdrQpWps
0292-0,Kv7s88uX0ek,Primary Open-ended Question,Element Counting,How many vehicles are behind the bus?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Kv7s88uX0ek
0295-0,uXbIuOImCmM,Primary Open-ended Question,Event Counting,How many methods did the person holding the yellow bag try?,26.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXbIuOImCmM
0296-0,uAzw77AjDyc,Primary Open-ended Question,Objective Causality,Why doesn't the man catch the blue pants on his first attempt?,15.06,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uAzw77AjDyc
0303-0,c1gl0Qahgdw,Primary Open-ended Question,Local Event Attribute,How does the man finally stop cycling?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c1gl0Qahgdw
0304-0,bc-OoJrrMuk,Primary Open-ended Question,Element Counting,How many layer of paper does the person initially write on?,15.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bc-OoJrrMuk
0308-0,R0f1qMFBemA,Primary Open-ended Question,Local Event Attribute,What's the first military aircraft doing?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/R0f1qMFBemA
0313-0,0pWDMjpDKKQ,Primary Open-ended Question,Element Counting,How many compartments do these products occupy on the shelf at the end of the video?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0pWDMjpDKKQ
0319-0,NqMmfmsclrE,Primary Open-ended Question,Positional Relationship,Where is the ball at the end of the video?,8.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NqMmfmsclrE
0320-0,1edFyMQdMHA,Primary Open-ended Question,Event Localization,How does the last person jump?,18.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1edFyMQdMHA
0321-0,shh15L-O8KE,Primary Open-ended Question,Plot Attribute,What are the group of people engaging in?,15.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/shh15L-O8KE
0325-0,gmMnqrmYNFU,Primary Open-ended Question,Event Counting,How many times does the rider flip and jump in the air while crossing obstacles?,36.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gmMnqrmYNFU
0334-0,VoyvvpcrUgo,Primary Open-ended Question,Event Localization,Which scenes in the video is NOT taken in real life?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VoyvvpcrUgo
0340-0,XK7kH7pxTcE,Primary Open-ended Question,Element Counting,How many drainage channels are there in the video?,59.37,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XK7kH7pxTcE
0357-0,ZQQ6XGuLtyU,Primary Open-ended Question,Character Emotion Attribute,How does the man in the white T-shirt feel about what he has taken out?,44.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ZQQ6XGuLtyU
0358-0,vln9tIS2yWg,Primary Open-ended Question,Objective Causality,Why didn't the woman in white fall on the trampoline?,19.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vln9tIS2yWg
0368-0,XeUbzTntoW0,Primary Open-ended Question,Event Counting,How many scenarios did the man show between the adult and the toddler?,59.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XeUbzTntoW0
0370-0,IuGYdIRjKlI,Primary Open-ended Question,Element Counting,How many girls are holding swords at the beginning of the video?,16.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IuGYdIRjKlI
0372-0,kFAs3nZoKps,Primary Open-ended Question,Local Event Attribute,What action does the girl take at the end of the video?,18.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/kFAs3nZoKps
0374-0,DdJG14Fc4Tw,Primary Open-ended Question,Element Attributes (Optical Illusion),What was used to perform the magic trick in the first part of the video?,48.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DdJG14Fc4Tw
0377-0,Jh-E3fZYRJ4,Primary Open-ended Question,Element Attributes (Optical Illusion),Whose hand is on the woman's shoulder in the second part of the video?,33.34,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Jh-E3fZYRJ4
0410-0,ZQQ6XGuLtyU,Primary Open-ended Question,Event Localization,What happened after the sixth cotton candy is dissolved?,44.44,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ZQQ6XGuLtyU
0416-0,b7h58LOBMcE,Primary Open-ended Question,Character Reaction Causality,Why was the man performing the trick surprisedï¼Ÿ,26.77,Please state your answer with a brief explanation.,,https://youtube.com/shorts/b7h58LOBMcE
0417-0,KwKJ6gtOGpQ,Primary Open-ended Question,Character Reaction Causality,Why is the person on the left trying hard not to laughï¼Ÿ,6.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/KwKJ6gtOGpQ
0420-0,CsIEwEA0fQs,Primary Open-ended Question,Plot Attribute,"Did the cat win the ""which hand"" guessing game? Why?",15.04,Please state your answer with a brief explanation.,,https://youtube.com/shorts/CsIEwEA0fQs
0427-0,c0YNnrHBARc,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How did the man achieve taking out a whole watermelon and cutting it?,28.99,Please state your answer with a brief explanation.,,https://youtube.com/shorts/c0YNnrHBARc
0430-0,ZGcot5Kgock,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What causes the damage of the phoneï¼Ÿ,42.26,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ZGcot5Kgock
0432-0,YRgXg-FY49o,Primary Open-ended Question,Event Localization,Where are the last few targets come fromï¼Ÿ,16.6,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YRgXg-FY49o
0435-0,niZZ5bP5Zvs,Primary Open-ended Question,Event Localization,Which swings of the man's sword cut the target made of bundled straw mats?,10.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/niZZ5bP5Zvs
0439-0,L4pEorJZ1a0,Primary Open-ended Question,Element Attributes,What does the man light in the videoï¼Ÿ,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0
0441-0,3Ts9BX6AKuU,Primary Open-ended Question,Local Event Attribute,What is the state of action of muscular man's left and right leg throughout the run?,12.2,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Ts9BX6AKuU
0452-0,BglTrmS3UfI,Primary Open-ended Question,Element Attributes,What are the characteristics of the left and right legs of a dancing man?,11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BglTrmS3UfI
0456-0,#NAME?,Primary Open-ended Question,Element Counting,How many nails did the man use in the experiment?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-Tf9VMl4krk
0463-0,aoE98e_FlYQ,Primary Open-ended Question,Event Localization,Which throw conducted by the person did the counter starts counting from?,33.07,Please state your answer with a brief explanation.,,https://youtube.com/shorts/aoE98e_FlYQ
0466-0,_TrCxTyakH0,Primary Open-ended Question,Event Counting,How many optical illusion imagery of clever perspective and time freezing are shown in the video in total?,20.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_TrCxTyakH0
0468-0,Se8JkJUt7YE,Primary Open-ended Question,Element Localization,Which person in the video successfully walked down the stairs?,24.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Se8JkJUt7YE
0494-0,RBz8pTO0ySw,Primary Open-ended Question,Element Counting,How many kinds of scissors were used in the video?,15.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RBz8pTO0ySw
0500-0,nBaWVmaLh1A,Primary Open-ended Question,Element Counting,How many ping-pong balls are in the video?,33.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nBaWVmaLh1A
0501-0,fyq0pd_pFvE,Primary Open-ended Question,Element Counting,How many dumplings does the man in purple have on his plate?,46.87,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fyq0pd_pFvE
0512-0,FkNdEfxYYc4,Primary Open-ended Question,Element Counting,How many POTS did the ping-pong balls hit at the beginning of the video?,48.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FkNdEfxYYc4
0520-0,SdvMPe6XF7w,Primary Open-ended Question,Plot Attribute,Which letters need the minimum number of people in the video to make up?,57.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/SdvMPe6XF7w
0522-0,rujdEa3MVYo,Primary Open-ended Question,Element Counting,How many men in hats are seen in the video?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rujdEa3MVYo
0525-0,Ai4fCLMGL9Y,Primary Open-ended Question,Element Counting,How many legs does the person not in the wheelchair have in the video?,28.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Ai4fCLMGL9Y
0526-0,Z5jKO_Qql30,Primary Open-ended Question,Element Counting,"In the second video, how many lighters is the man holding in his hand?",34.6,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z5jKO_Qql30
0530-0,yzlFm0LpRpM,Primary Open-ended Question,Positional Relationship,Which ball did the man in blue kick in the fifth scene?,33.56,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yzlFm0LpRpM
0539-0,HXeyvC8MeBU,Primary Open-ended Question,Element Counting,How many people in the video that aren't in a car are scared by the masked person?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HXeyvC8MeBU
0541-0,zb6Bnsm3_zo,Primary Open-ended Question,Element Counting,How many teeth are there in the video?,11.17,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zb6Bnsm3_zo
0542-0,5mFcSiUxAus,Primary Open-ended Question,Plot Attribute (Montage),What scene is shown as a metaphor of time passage in between the cooking of the bread?,59.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5mFcSiUxAus
0548-0,m8tfdmm3g2A,Primary Open-ended Question,Element Localization,What's the second thing in the video that a man clips with a car window?,58.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m8tfdmm3g2A
0551-0,HsXS1Qt11cU,Primary Open-ended Question,Element Attributes,What is the state of on-and-off of the switches on the wall in the scene with the woman kneeling?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HsXS1Qt11cU
0552-0,lAmfy5J8iEA,Primary Open-ended Question,Element Counting,How many slices of bread are in the plate that the guy in the kitchen is carrying?,59.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/lAmfy5J8iEA
0561-0,PPLTAZ2pBK0,Primary Open-ended Question,Event Counting,How many times does the watch the man is wearing appear in the video?,21.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PPLTAZ2pBK0
0566-0,jyXFmTycx_k,Primary Open-ended Question,Plot Attribute (Montage),"Based on narration, what is the reason for the inclusion of the scenes with a broken pot of plant?",60.65,Please state your answer with a brief explanation.,,https://www.youtube.com/watch?v=jyXFmTycx_k
0567-0,trYIAMCLeOs,Primary Open-ended Question,Element Localization,What color is the hair of the third person in the video?,56.94,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/trYIAMCLeOs
0571-0,ragJEXeqcbE,Primary Open-ended Question,Positional Relationship,Where is the ring worn by the man in the video?,50.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ragJEXeqcbE
0575-0,xW8pfZ5WpNQ,Primary Open-ended Question,Element Attributes (Optical Illusion),What is the two item the little girl in the video is wearing on her feet?,15.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xW8pfZ5WpNQ
0576-0,3bisVkxCA0c,Primary Open-ended Question,Element Localization,Which girl in the video uses a belt?,13.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3bisVkxCA0c
0578-0,_hkdNurB1Fk,Primary Open-ended Question,Element Counting,How many people are in the video?,58.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_hkdNurB1Fk
0580-0,85l_AvYt-XE,Primary Open-ended Question,Event Counting,How many steps did the girl run before she reached the top?,10.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/85l_AvYt-XE
0588-0,y5lL-l01ujA,Primary Open-ended Question,Element Counting,How many drawers are there on the table with the globe?,18.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/y5lL-l01ujA
0589-0,CltBandLYjM,Primary Open-ended Question,Event Localization,Did the person in the video eat all the chocolate in six hours?,40.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CltBandLYjM
